1787203018.575503, Self-RAG Decomposed, pipeline, prepare, start, 50967796060875
1787203326.476210, Self-RAG Decomposed, pipeline - val, run, end, 168543076697898122432837088430365814656, 1787203084.607820, 1, 5, 51275697269958
1787203326.608145, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 12, 51275829221916
1787203326.608428, Self-RAG Decomposed, Query rewrite LLM, run, end, 51275829482416
1787203326.608471, Self-RAG Decomposed, Grader LLM, first_token, start, 51275829536666
1787203326.609778, Self-RAG Decomposed, Document retriever, run, start, 51275830853416
1787203326.609868, Self-RAG Decomposed, Query rewrite LLM, run, start, 51275830924875
1787203329.186221, Self-RAG Decomposed, pipeline - val, run, start, 60815054587065055607253050095323700628, 1787203329.185172, 1, 25, 51278407440000
1787203329.188166, Self-RAG Decomposed, Question dataloader, run, start, 51278409287041
1787203329.207761, Self-RAG Decomposed, Question dataloader, run, end, 51278428823916
1787203335.086512, Self-RAG Decomposed, Document retriever, run, end, 51284307701166
1787203335.087257, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51284308581875
1787203335.087600, Self-RAG Decomposed, Document retriever, run, start, 51284308671625
1787203335.091300, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51284312373666
1787203335.538928, Self-RAG Decomposed, Document retriever, run, end, 51284760018875
1787203335.539286, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51284760365083
1787203335.540032, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51284761107541
1787203335.574537, Self-RAG Decomposed, Grader LLM, first_token, end, 51284795646041
1787203335.624386, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51284845476541
1787203335.624620, Self-RAG Decomposed, Grader LLM, run, end, 51284845694666
1787203335.624673, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 51284845751458
1787203335.624805, Self-RAG Decomposed, Grader LLM, run, start, 51284845878625
1787203335.624865, Self-RAG Decomposed, Grade router, run, start, 51284846269583
1787203335.625598, Self-RAG Decomposed, Grade router, run, end, 51284846672416
1787203335.625847, Self-RAG Decomposed, Answer generator formatter, run, start, 51284846924500
1787203335.626472, Self-RAG Decomposed, Answer generator formatter, run, end, 51284847546083
1787203335.626919, Self-RAG Decomposed, Generator LLM, run, start, 51284847993000
1787203335.627039, Self-RAG Decomposed, Generator LLM, first_token, start, 51284848111083
1787203336.904735, Self-RAG Decomposed, pipeline - val, run, start, 47615568664616558227348240673769416931, 1787203336.903838, 1, 26, 51286126211458
1787203336.905919, Self-RAG Decomposed, Question dataloader, run, start, 51286127015375
1787203336.917149, Self-RAG Decomposed, Question dataloader, run, end, 51286138227666
1787203336.917296, Self-RAG Decomposed, Document retriever, run, start, 51286138377375
1787203339.985882, Self-RAG Decomposed, Document retriever, run, end, 51289207107125
1787203339.986696, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51289207787875
1787203339.990556, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51289211639750
1787203340.297570, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 51289518696625
1787203340.810639, Self-RAG Decomposed, Generator LLM, first_token, end, 51290031746666
1787203340.951567, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 9, 51290172668791
1787203340.952101, Self-RAG Decomposed, Query rewrite LLM, run, end, 51290173188958
1787203340.952183, Self-RAG Decomposed, Grader LLM, first_token, start, 51290173282875
1787203340.952248, Self-RAG Decomposed, Document retriever, run, start, 51290173333541
1787203341.067783, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 51290288888541
1787203341.228555, Self-RAG Decomposed, Generator LLM, run, end, 51290449653208
1787203341.302334, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51290523431916
1787203341.308640, Self-RAG Decomposed, pipeline - val, run, start, 332077334357897587453399110306566603196, 1787203341.302412, 1, 27, 51290529735041
1787203341.309535, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51290530627333
1787203341.309907, Self-RAG Decomposed, Question dataloader, run, start, 51290530994958
1787203341.310493, Self-RAG Decomposed, Hallucination LLM, run, start, 51290531583375
1787203341.311736, Self-RAG Decomposed, Question dataloader, run, end, 51290532829083
1787203341.311868, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51290532957083
1787203341.348975, Self-RAG Decomposed, Document retriever, run, end, 51290570235333
1787203341.349344, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51290570431833
1787203341.349418, Self-RAG Decomposed, Document retriever, run, start, 51290570505166
1787203341.353291, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51290574378041
1787203341.395617, Self-RAG Decomposed, Document retriever, run, end, 51290616715750
1787203341.395854, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51290616951291
1787203341.396350, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51290617440541
1787203346.919402, Self-RAG Decomposed, Grader LLM, first_token, end, 51296140675791
1787203347.062591, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51296283704166
1787203347.062822, Self-RAG Decomposed, Grader LLM, run, end, 51296283919750
1787203347.062972, Self-RAG Decomposed, Grader LLM, run, start, 51296284071333
1787203347.063033, Self-RAG Decomposed, Grade router, run, start, 51296284136916
1787203347.063224, Self-RAG Decomposed, Grader LLM, first_token, start, 51296284321916
1787203347.064808, Self-RAG Decomposed, Grade router, run, end, 51296285912291
1787203347.065262, Self-RAG Decomposed, Answer generator formatter, run, start, 51296286363541
1787203347.066965, Self-RAG Decomposed, Answer generator formatter, run, end, 51296288063125
1787203347.067058, Self-RAG Decomposed, Generator LLM, run, start, 51296288155500
1787203347.067183, Self-RAG Decomposed, Generator LLM, first_token, start, 51296288280041
1787203348.052138, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51297274340833
1787203353.232738, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51302454663375
1787203353.235719, Self-RAG Decomposed, Hallucination LLM, run, end, 51302456834125
1787203353.236460, Self-RAG Decomposed, Hallucination router, run, start, 51302457569250
1787203353.239038, Self-RAG Decomposed, Hallucination router, run, end, 51302460158541
1787203353.240938, Self-RAG Decomposed, End stage, run, start, 51302462047750
1787203353.275289, Self-RAG Decomposed, End stage, run, end, 51302496406791
1787203353.275382, Self-RAG Decomposed, pipeline - val, run, end, 242882919341543156719222624362557425735, 1787203134.919184, 1, 8, 51302496498250
1787203353.714496, Self-RAG Decomposed, Grader LLM, first_token, end, 51302935764500
1787203353.907720, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51303128847666
1787203353.908015, Self-RAG Decomposed, Grader LLM, run, end, 51303129128083
1787203353.908134, Self-RAG Decomposed, Grade router, run, start, 51303129255375
1787203353.908191, Self-RAG Decomposed, Grader LLM, run, start, 51303129301958
1787203353.908570, Self-RAG Decomposed, Grade router, run, end, 51303129680125
1787203353.909356, Self-RAG Decomposed, Query rewrite formatter, run, start, 51303130474958
1787203353.909450, Self-RAG Decomposed, Grader LLM, first_token, start, 51303130560916
1787203353.915500, Self-RAG Decomposed, Query rewrite formatter, run, end, 51303136615791
1787203353.915619, Self-RAG Decomposed, Query rewrite LLM, run, start, 51303136731541
1787203355.696487, Self-RAG Decomposed, Generator LLM, first_token, end, 51304917797833
1787203355.823587, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 51305044725916
1787203355.823929, Self-RAG Decomposed, Generator LLM, run, end, 51305045046375
1787203355.824488, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51305045617541
1787203355.827413, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51305048531666
1787203355.827560, Self-RAG Decomposed, Hallucination LLM, run, start, 51305048684000
1787203355.827660, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51305048776541
1787203359.002815, Self-RAG Decomposed, Grader LLM, first_token, end, 51308224153125
1787203359.130337, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51308351478583
1787203359.130807, Self-RAG Decomposed, Grader LLM, run, end, 51308351935791
1787203359.130857, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 51308351986958
1787203359.130982, Self-RAG Decomposed, Grade router, run, start, 51308352113708
1787203359.131077, Self-RAG Decomposed, Grader LLM, run, start, 51308352202166
1787203359.132146, Self-RAG Decomposed, Grade router, run, end, 51308353271291
1787203359.133285, Self-RAG Decomposed, Answer generator formatter, run, start, 51308354412791
1787203359.135005, Self-RAG Decomposed, Answer generator formatter, run, end, 51308356131041
1787203359.135122, Self-RAG Decomposed, Generator LLM, run, start, 51308356245916
1787203359.135236, Self-RAG Decomposed, Generator LLM, first_token, start, 51308356359625
1787203360.536501, Self-RAG Decomposed, pipeline - val, run, start, 73284356779775446115621522025705347068, 1787203360.535146, 1, 28, 51309759508000
1787203360.545590, Self-RAG Decomposed, Question dataloader, run, start, 51309766737500
1787203360.571536, Self-RAG Decomposed, Question dataloader, run, end, 51309792665625
1787203360.573379, Self-RAG Decomposed, Document retriever, run, start, 51309794750541
1787203361.318585, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51310539745625
1787203375.118011, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51324339669416
1787203375.120256, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 51324341418708
1787203375.122437, Self-RAG Decomposed, Hallucination LLM, run, end, 51324343598833
1787203375.128563, Self-RAG Decomposed, Hallucination router, run, start, 51324349723583
1787203375.136686, Self-RAG Decomposed, Hallucination router, run, end, 51324357845708
1787203375.145046, Self-RAG Decomposed, End stage, run, start, 51324366206041
1787203375.179455, Self-RAG Decomposed, Generator LLM, first_token, end, 51324400623375
1787203375.328380, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 51324549551666
1787203375.329711, Self-RAG Decomposed, Document retriever, run, end, 51324550880708
1787203375.333118, Self-RAG Decomposed, Generator LLM, run, end, 51324554279500
1787203375.333662, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51324555140041
1787203375.334036, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51324555191208
1787203375.334324, Self-RAG Decomposed, End stage, run, end, 51324555489541
1787203375.334444, Self-RAG Decomposed, pipeline - val, run, end, 130030644598851803648478343582392138675, 1787203158.542303, 1, 9, 51324555607000
1787203375.341551, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51324562711208
1787203375.341644, Self-RAG Decomposed, Hallucination LLM, run, start, 51324562800333
1787203375.342416, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51324563573291
1787203375.342555, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51324563711083
1787203375.805398, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 11, 51325026572791
1787203375.876092, Self-RAG Decomposed, Query rewrite LLM, run, end, 51325097264583
1787203375.876255, Self-RAG Decomposed, Grader LLM, first_token, start, 51325097425333
1787203375.876318, Self-RAG Decomposed, Document retriever, run, start, 51325097476875
1787203376.386486, Self-RAG Decomposed, Document retriever, run, end, 51325607763375
1787203376.386691, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51325607850541
1787203376.387540, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51325608699791
1787203376.698128, Self-RAG Decomposed, pipeline - val, run, start, 311259028499460781573038811318112567797, 1787203376.697196, 1, 29, 51325919557666
1787203376.699373, Self-RAG Decomposed, Question dataloader, run, start, 51325920595333
1787203376.714451, Self-RAG Decomposed, Question dataloader, run, end, 51325935616333
1787203376.714795, Self-RAG Decomposed, Document retriever, run, start, 51325935973333
1787203377.097857, Self-RAG Decomposed, pipeline - val, run, start, 255520648802928273655756698811806469832, 1787203377.097672, 1, 30, 51326319060291
1787203377.099055, Self-RAG Decomposed, Question dataloader, run, start, 51326320222750
1787203377.099568, Self-RAG Decomposed, Question dataloader, run, end, 51326320728958
1787203387.728796, Self-RAG Decomposed, pipeline - val, run, start, 267587908899799932236662923813208869198, 1787203387.719006, 1, 31, 51336954250500
1787203387.744306, Self-RAG Decomposed, Question dataloader, run, start, 51336965521791
1787203387.782057, Self-RAG Decomposed, Question dataloader, run, end, 51337003255291
1787203391.846306, Self-RAG Decomposed, pipeline - val, run, start, 243707021716740335300164338936903878266, 1787203391.846157, 1, 32, 51341067521541
1787203391.847115, Self-RAG Decomposed, Question dataloader, run, start, 51341068315833
1787203391.849666, Self-RAG Decomposed, Question dataloader, run, end, 51341070862375
1787203397.152993, Self-RAG Decomposed, pipeline - val, run, start, 42856505757421511273264546312264109688, 1787203397.150801, 1, 33, 51346374999833
1787203397.158021, Self-RAG Decomposed, Question dataloader, run, start, 51346379336666
1787203397.186167, Self-RAG Decomposed, Question dataloader, run, end, 51346407377625
1787203398.671224, Self-RAG Decomposed, pipeline - val, run, start, 228389915022540890708908253777191970936, 1787203398.668857, 1, 34, 51347892900916
1787203398.690270, Self-RAG Decomposed, Question dataloader, run, start, 51347911517625
1787203398.889194, Self-RAG Decomposed, Question dataloader, run, end, 51348110430375
1787203407.336652, Self-RAG Decomposed, pipeline - val, run, start, 107541415561172375219459192629258064500, 1787203407.328424, 1, 35, 51356560717458
1787203407.367358, Self-RAG Decomposed, Question dataloader, run, start, 51356588610708
1787203407.399756, Self-RAG Decomposed, Question dataloader, run, end, 51356620986250
1787203415.790820, Self-RAG Decomposed, pipeline - val, run, start, 168185248684481003773054488179471850106, 1787203415.789868, 1, 36, 51365012492583
1787203415.794944, Self-RAG Decomposed, Question dataloader, run, start, 51365016208625
1787203415.815091, Self-RAG Decomposed, Question dataloader, run, end, 51365036339208
1787203422.090781, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51371312205541
1787203422.120205, Self-RAG Decomposed, Grader LLM, first_token, end, 51371341494791
1787203422.303246, Self-RAG Decomposed, Document retriever, run, end, 51371524526583
1787203422.303348, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51371524608416
1787203422.303820, Self-RAG Decomposed, Document retriever, run, start, 51371525075291
1787203422.304217, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51371525493416
1787203422.304756, Self-RAG Decomposed, Hallucination LLM, run, end, 51371526011041
1787203422.311558, Self-RAG Decomposed, Hallucination router, run, start, 51371532824541
1787203422.332405, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51371553675708
1787203422.332982, Self-RAG Decomposed, Hallucination router, run, end, 51371554238708
1787203422.334312, Self-RAG Decomposed, End stage, run, start, 51371555567333
1787203422.341720, Self-RAG Decomposed, End stage, run, end, 51371562979083
1787203422.341769, Self-RAG Decomposed, pipeline - val, run, end, 115247546737377074599316555409402119737, 1787203163.717722, 1, 11, 51371563024166
1787203422.514228, Self-RAG Decomposed, Document retriever, run, end, 51371735505500
1787203422.514366, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51371735627833
1787203422.514424, Self-RAG Decomposed, Document retriever, run, start, 51371735681958
1787203422.517394, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51371738653916
1787203422.572666, Self-RAG Decomposed, Document retriever, run, end, 51371793937125
1787203422.572767, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51371794022250
1787203422.572819, Self-RAG Decomposed, Document retriever, run, start, 51371794080875
1787203422.574419, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51371795675291
1787203422.661846, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 16, 51371883120458
1787203422.665214, Self-RAG Decomposed, Grader LLM, run, end, 51371886474416
1787203422.665282, Self-RAG Decomposed, Grade router, run, start, 51371886916250
1787203422.665744, Self-RAG Decomposed, Grader LLM, run, start, 51371887001666
1787203422.667378, Self-RAG Decomposed, Grade router, run, end, 51371888634458
1787203422.667493, Self-RAG Decomposed, Grader LLM, first_token, start, 51371888749375
1787203422.667970, Self-RAG Decomposed, Query rewrite formatter, run, start, 51371889226791
1787203422.670062, Self-RAG Decomposed, Query rewrite formatter, run, end, 51371891318791
1787203422.670170, Self-RAG Decomposed, Query rewrite LLM, run, start, 51371891435583
1787203422.683008, Self-RAG Decomposed, Document retriever, run, end, 51371904272458
1787203422.683090, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51371904348166
1787203422.683139, Self-RAG Decomposed, Document retriever, run, start, 51371904397166
1787203422.683566, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51371904822750
1787203422.755397, Self-RAG Decomposed, Document retriever, run, end, 51371976666291
1787203422.755587, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51371976847791
1787203422.755681, Self-RAG Decomposed, Document retriever, run, start, 51371976944000
1787203422.756094, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51371977353250
1787203423.395659, Self-RAG Decomposed, Document retriever, run, end, 51372617024041
1787203423.396337, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51372617609625
1787203423.396447, Self-RAG Decomposed, Document retriever, run, start, 51372617706958
1787203423.397826, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51372619086916
1787203423.505192, Self-RAG Decomposed, Document retriever, run, end, 51372726469458
1787203423.505433, Self-RAG Decomposed, Document retriever, run, start, 51372726693833
1787203423.505483, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51372726745583
1787203423.506026, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51372727285416
1787203423.598950, Self-RAG Decomposed, Document retriever, run, end, 51372820228958
1787203423.599087, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51372820359125
1787203423.599697, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51372820960750
1787203425.748936, Self-RAG Decomposed, Grader LLM, first_token, end, 51374970369166
1787203425.795820, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51375017095583
1787203425.796453, Self-RAG Decomposed, Grader LLM, run, end, 51375017716166
1787203425.796493, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 51375017757916
1787203425.796639, Self-RAG Decomposed, Grader LLM, run, start, 51375017901208
1787203425.796694, Self-RAG Decomposed, Grade router, run, start, 51375017961916
1787203425.799258, Self-RAG Decomposed, Grade router, run, end, 51375020527208
1787203425.799402, Self-RAG Decomposed, Answer generator formatter, run, start, 51375020665833
1787203425.801650, Self-RAG Decomposed, Answer generator formatter, run, end, 51375022913166
1787203425.802428, Self-RAG Decomposed, Generator LLM, run, start, 51375023700583
1787203425.802511, Self-RAG Decomposed, Generator LLM, first_token, start, 51375023772875
1787203427.375134, Self-RAG Decomposed, pipeline - val, run, start, 216182575014684149874123110228184724107, 1787203427.373587, 1, 37, 51376596513875
1787203427.375936, Self-RAG Decomposed, Question dataloader, run, start, 51376597212916
1787203427.407832, Self-RAG Decomposed, Question dataloader, run, end, 51376629106583
1787203427.408070, Self-RAG Decomposed, Document retriever, run, start, 51376629342333
1787203444.216059, Self-RAG Decomposed, pipeline - val, run, start, 256248806495983949705522666680681368791, 1787203444.210531, 1, 38, 51393439197041
1787203444.227730, Self-RAG Decomposed, Question dataloader, run, start, 51393449486250
1787203444.257780, Self-RAG Decomposed, Question dataloader, run, end, 51393479096166
1787203451.232477, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 51400453983833
1787203451.277960, Self-RAG Decomposed, Generator LLM, first_token, end, 51400499696041
1787203451.314961, Self-RAG Decomposed, Document retriever, run, end, 51400536306083
1787203451.315155, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51400536486625
1787203451.315288, Self-RAG Decomposed, Document retriever, run, start, 51400536606291
1787203451.331331, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51400552658291
1787203451.531402, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 51400752736458
1787203451.535295, Self-RAG Decomposed, Generator LLM, run, end, 51400756621208
1787203451.536056, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51400758119333
1787203451.540925, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51400762246041
1787203451.541991, Self-RAG Decomposed, Hallucination LLM, run, start, 51400763559333
1787203451.542807, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51400764123291
1787203451.578060, Self-RAG Decomposed, Document retriever, run, end, 51400799395041
1787203451.578158, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51400799476000
1787203451.578626, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51400799943250
1787203452.146996, Self-RAG Decomposed, pipeline - val, run, start, 137682142815093278756957088725449208791, 1787203452.141461, 1, 39, 51401368332000
1787203452.147261, Self-RAG Decomposed, Question dataloader, run, start, 51401368581375
1787203452.160243, Self-RAG Decomposed, Question dataloader, run, end, 51401381572416
1787203452.169759, Self-RAG Decomposed, Document retriever, run, start, 51401391095500
1787203452.238517, Self-RAG Decomposed, Document retriever, run, end, 51401459847916
1787203452.238620, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51401459941541
1787203452.238980, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51401460299375
1787203454.931648, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 25, 51404153143083
1787203454.934724, Self-RAG Decomposed, Query rewrite LLM, run, end, 51404156052958
1787203454.935142, Self-RAG Decomposed, Grader LLM, first_token, start, 51404156738458
1787203454.935551, Self-RAG Decomposed, Document retriever, run, start, 51404156891750
1787203454.978433, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51404199799208
1787203455.028288, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51404249631666
1787203455.028970, Self-RAG Decomposed, Hallucination LLM, run, end, 51404250297083
1787203455.029443, Self-RAG Decomposed, Hallucination router, run, start, 51404250773458
1787203455.030295, Self-RAG Decomposed, Hallucination router, run, end, 51404251620958
1787203455.030724, Self-RAG Decomposed, End stage, run, start, 51404252049375
1787203455.035104, Self-RAG Decomposed, End stage, run, end, 51404256428958
1787203455.035143, Self-RAG Decomposed, pipeline - val, run, end, 330985734749310152088599196690531791279, 1787203226.446310, 1, 13, 51404256472875
1787203455.908807, Self-RAG Decomposed, Document retriever, run, end, 51405130172208
1787203455.908997, Self-RAG Decomposed, Retrieval grader formatter, run, start, 51405130336083
1787203455.910240, Self-RAG Decomposed, Retrieval grader formatter, run, end, 51405131566541
1787203458.179510, Self-RAG Decomposed, Grader LLM, first_token, end, 51407401680125
1787203458.229682, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51407451033000
1787203458.248924, Self-RAG Decomposed, Grader LLM, run, end, 51407470273458
1787203458.250795, Self-RAG Decomposed, Grade router, run, start, 51407472152250
1787203458.251050, Self-RAG Decomposed, Grader LLM, run, start, 51407472425125
1787203458.254189, Self-RAG Decomposed, Grade router, run, end, 51407475537583
1787203458.255563, Self-RAG Decomposed, Answer generator formatter, run, start, 51407476907541
1787203458.255823, Self-RAG Decomposed, Grader LLM, first_token, start, 51407477154833
1787203458.269526, Self-RAG Decomposed, Answer generator formatter, run, end, 51407490876333
1787203458.269781, Self-RAG Decomposed, Generator LLM, run, start, 51407491118041
1787203458.270855, Self-RAG Decomposed, Generator LLM, first_token, start, 51407492222041
1787203462.559485, Self-RAG Decomposed, Grader LLM, first_token, end, 51411781365375
1787203462.726671, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51411948027333
1787203462.726929, Self-RAG Decomposed, Grader LLM, run, end, 51411948269541
1787203462.727036, Self-RAG Decomposed, Grade router, run, start, 51411948381166
1787203462.727093, Self-RAG Decomposed, Grader LLM, run, start, 51411948435666
1787203462.728163, Self-RAG Decomposed, Grade router, run, end, 51411949503208
1787203462.728749, Self-RAG Decomposed, Answer generator formatter, run, start, 51411950092916
1787203462.728804, Self-RAG Decomposed, Grader LLM, first_token, start, 51411950142791
1787203462.731115, Self-RAG Decomposed, Answer generator formatter, run, end, 51411952455833
1787203465.575376, Self-RAG Decomposed, Generator LLM, first_token, end, 51414796890083
1787203466.220835, Self-RAG Decomposed, Grader LLM, first_token, end, 51415442218416
1787203466.317085, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 10, 51415538461041
1787203466.317180, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51415538536625
1787203466.317778, Self-RAG Decomposed, Generator LLM, run, end, 51415539128208
1787203466.318901, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51415540254541
1787203466.319433, Self-RAG Decomposed, Grader LLM, run, end, 51415540779750
1787203466.319555, Self-RAG Decomposed, Grade router, run, start, 51415540909916
1787203466.319644, Self-RAG Decomposed, Generator LLM, run, start, 51415540993916
1787203466.322897, Self-RAG Decomposed, Grader LLM, run, start, 51415544246583
1787203466.323150, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51415544501958
1787203466.324003, Self-RAG Decomposed, Grade router, run, end, 51415545351291
1787203466.324145, Self-RAG Decomposed, Generator LLM, first_token, start, 51415545492583
1787203466.324202, Self-RAG Decomposed, Hallucination LLM, run, start, 51415545558625
1787203466.324762, Self-RAG Decomposed, Answer generator formatter, run, start, 51415546112791
1787203466.324898, Self-RAG Decomposed, Grader LLM, first_token, start, 51415546245291
1787203466.325953, Self-RAG Decomposed, Answer generator formatter, run, end, 51415547302250
1787203466.326335, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51415547682375
1787203473.122633, Self-RAG Decomposed, Grader LLM, first_token, end, 51422344261375
1787203473.490725, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51422712107500
1787203473.491532, Self-RAG Decomposed, Grader LLM, run, end, 51422712900708
1787203473.491635, Self-RAG Decomposed, Grader LLM, run, start, 51422712997666
1787203473.491738, Self-RAG Decomposed, Grade router, run, start, 51422713104166
1787203473.491943, Self-RAG Decomposed, Grader LLM, first_token, start, 51422713308583
1787203473.495251, Self-RAG Decomposed, Grade router, run, end, 51422716614375
1787203473.495364, Self-RAG Decomposed, Answer generator formatter, run, start, 51422716732791
1787203473.496954, Self-RAG Decomposed, Answer generator formatter, run, end, 51422718319458
1787203473.628395, Self-RAG Decomposed, Hallucination LLM, first_token, end, 51422849777208
1787203474.125890, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 51423347287375
1787203474.126745, Self-RAG Decomposed, Hallucination LLM, run, end, 51423348118833
1787203474.127836, Self-RAG Decomposed, Hallucination router, run, start, 51423349210041
1787203474.128808, Self-RAG Decomposed, Hallucination router, run, end, 51423350176708
1787203474.129045, Self-RAG Decomposed, End stage, run, start, 51423350414125
1787203474.131808, Self-RAG Decomposed, End stage, run, end, 51423353180583
1787203474.131951, Self-RAG Decomposed, pipeline - val, run, end, 326067621300658386473005385044951564115, 1787203242.810973, 1, 14, 51423353323958
1787203475.198504, Self-RAG Decomposed, Generator LLM, first_token, end, 51424420003458
1787203475.588806, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 51424810189666
1787203475.589126, Self-RAG Decomposed, Generator LLM, run, end, 51424810497708
1787203475.589257, Self-RAG Decomposed, Hallucination grader formatter, run, start, 51424810633208
1787203475.589311, Self-RAG Decomposed, Generator LLM, run, start, 51424810678583
1787203475.590676, Self-RAG Decomposed, Hallucination grader formatter, run, end, 51424812047416
1787203475.590834, Self-RAG Decomposed, Hallucination LLM, run, start, 51424812204666
1787203475.590883, Self-RAG Decomposed, Generator LLM, first_token, start, 51424812249000
1787203475.591021, Self-RAG Decomposed, Hallucination LLM, first_token, start, 51424812388083
1787203478.248080, Self-RAG Decomposed, Grader LLM, first_token, end, 51427469821500
1787203480.133235, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 51429354770208
1787203480.133990, Self-RAG Decomposed, Grader LLM, run, end, 51429355370000
1787203480.134163, Self-RAG Decomposed, Grader LLM, run, start, 51429355544666
1787203480.134257, Self-RAG Decomposed, Grade router, run, start, 51429355643083
1787203480.134899, Self-RAG Decomposed, Grader LLM, first_token, start, 51429356277416
1787203480.135596, Self-RAG Decomposed, Grade router, run, end, 51429356977791
1787203480.136099, Self-RAG Decomposed, Answer generator formatter, run, start, 51429357482333
1787203480.137357, Self-RAG Decomposed, Answer generator formatter, run, end, 51429358735583
1787203480.355788, Self-RAG Decomposed, Generator LLM, first_token, end, 51429577193916
